"","start.year.month.max","start.pred.max","start.year.month.min","start.pred.min","start.seas.index","end.year.month.max","end.pred.max","end.year.month.min","end.pred.min","end.seas.index","diff","per.year.perc","per.decade.perc","age","sex","cause"
"1",1,15.6335503033149,7,15.16313615044,1.0310235394715,433,5.76046532150629,440,5.52084933009735,1.04340201608159,0.0123784766100965,0.03345534218945,0.3345534218945,0,1,"Genitourinary diseases"
"81",2,11.9060328714371,8,11.0393462640332,1.07850887060474,433,4.69723254093801,440,4.30018485071001,1.09233270289821,0.0138238322934741,0.0373617089012812,0.373617089012812,0,2,"Genitourinary diseases"
"15",1,2.1038187880632,7,1.65828977140671,1.26866777106063,433,0.98598597734065,439,0.782620312857477,1.25985226953879,-0.00881550152184141,-0.0238256797887606,-0.238256797887606,5,1,"Genitourinary diseases"
"2",1,2.15699662126698,7,1.65715224378254,1.30162851926237,433,1.05002222162349,439,0.812877386153429,1.29173506301145,-0.00989345625091498,-0.0267390709484189,-0.267390709484189,5,2,"Genitourinary diseases"
"97",2,6.64084686772042,8,6.07652198935152,1.09286971714376,434,3.85093832472126,440,3.51705520065885,1.09493257996061,0.00206286281684931,0.00557530491040354,0.0557530491040354,15,1,"Genitourinary diseases"
"12",1,5.99115511869208,6,5.31715198754708,1.126760177765,433,4.45403430664491,438,3.93881938093614,1.13080440504645,0.00404422728144693,0.0109303440039106,0.109303440039106,15,2,"Genitourinary diseases"
"75",12,17.4173640812271,7,15.4885235405486,1.12453353191664,433,14.4040780502599,439,12.8229881136272,1.12330120893994,-0.00123232297670484,-0.0033306026397428,-0.033306026397428,25,1,"Genitourinary diseases"
"74",12,13.0322392005805,6,11.1074607173678,1.17328699440756,444,15.1309578252181,439,13.1101085865096,1.15414435550809,-0.0191426388994727,-0.0517368618904666,-0.517368618904666,25,2,"Genitourinary diseases"
"63",12,27.8481099204929,7,22.7898327727365,1.22195323669982,433,43.3191819449668,439,35.5627745704455,1.21810467457079,-0.00384856212902651,-0.0104015192676392,-0.104015192676392,35,1,"Genitourinary diseases"
"68",12,16.6846975534318,7,14.7288590738358,1.13278954396885,433,38.7509080820042,439,34.4311744258303,1.12545995680395,-0.00732958716489951,-0.0198096950402689,-0.198096950402689,35,2,"Genitourinary diseases"
"18",1,49.7492516551745,7,41.9302759292342,1.18647565637623,433,140.806758424231,439,118.654495563513,1.18669552093676,0.000219864560528249,0.00059422854196824,0.00594228541968241,45,1,"Genitourinary diseases"
"10",1,41.2062555393867,7,35.1716796438054,1.17157485672266,433,109.014129250065,439,93.1314490524574,1.1705404603837,-0.00103439633895741,-0.00279566578096597,-0.0279566578096597,45,2,"Genitourinary diseases"
"72",12,134.026139723582,7,115.116779230879,1.16426241785985,433,351.590566824565,439,302.148470462571,1.16363510391531,-0.000627313944540964,-0.00169544309335396,-0.0169544309335396,55,1,"Genitourinary diseases"
"67",12,119.800099853363,7,104.798714770767,1.14314474290462,433,293.099962312486,439,256.216284826749,1.14395524277732,0.000810499872697212,0.00219054019647895,0.0219054019647895,55,2,"Genitourinary diseases"
"99",2,304.981705159513,7,258.584804050795,1.17942624772183,434,632.076178141084,440,537.920749235191,1.17503587478223,-0.00439037293959843,-0.0118658728097255,-0.118658728097255,65,1,"Genitourinary diseases"
"71",12,271.585836471025,7,233.88093053928,1.16121410943939,444,618.660876597702,439,536.163675264906,1.15386570396071,-0.00734840547867743,-0.0198605553477768,-0.198605553477768,65,2,"Genitourinary diseases"
"6",1,457.398150665394,7,374.150990044284,1.22249616554872,433,940.055422603538,439,767.722017432949,1.22447370435828,0.00197753880956641,0.00534469948531463,0.0534469948531463,75,1,"Genitourinary diseases"
"61",12,498.96560259658,7,415.333565671639,1.20136113196076,433,983.721442151653,439,819.425382875735,1.20050154987795,-0.000859582082812116,-0.00232319481841112,-0.0232319481841112,75,2,"Genitourinary diseases"
"16",1,363.814445192574,7,286.303805272943,1.27072864031876,433,1097.34161948495,439,859.652829247465,1.27649393121355,0.00576529089479139,0.01558186728322,0.1558186728322,85,1,"Genitourinary diseases"
"66",12,562.702639892799,7,444.015199834339,1.26730490330678,433,1577.55726225236,439,1244.55915663824,1.26756309962284,0.000258196316061721,0.000697827881247894,0.00697827881247894,85,2,"Genitourinary diseases"
